"usstate","local_year","local_month","no2maxvalue","rank"
"Tennessee",2010,2,3.36785714285714,26
"Virginia",2010,3,52,1
"Country Of Mexico",2010,3,46.1782608695652,2
"Iowa",2010,3,43.7,3
"New York",2010,3,40.6079365079365,4
"Arizona",2010,3,37.758064516129,5
"District Of Columbia",2010,3,36.3870967741936,6
"Pennsylvania",2010,3,35.6648648648649,7
"Louisiana",2010,3,35.6129032258064,8
"Massachusetts",2010,3,33.8387096774194,9
"Colorado",2010,3,33.2903225806452,10
"Maryland",2010,3,32.258064516129,11
"Connecticut",2010,3,31.4666666666667,12
"North Carolina",2010,3,30.3225806451613,13
"Kansas",2010,3,28.8387096774194,14
"Indiana",2010,3,27.8,15
"California",2010,3,27.4640579710145,16
"Texas",2010,3,27.1934959349593,17
"Idaho",2010,3,26.2258064516129,18
"Illinois",2010,3,25.8,19
"New Hampshire",2010,3,24.9677419354839,20
"Arkansas",2010,3,24,21
"Oregon",2010,3,20.4838709677419,22
"Florida",2010,3,18.5806451612903,23
"Maine",2010,3,17.0213114754098,24
"Ohio",2010,3,16.741935483871,25
"Oklahoma",2010,3,15.8565217391304,26
"North Dakota",2010,3,15.4516129032258,27
"South Carolina",2010,3,5.25806451612903,28
"Tennessee",2010,3,2.87096774193548,29
"Country Of Mexico",2010,4,41.44,1
"Massachusetts",2010,4,35.5333333333333,2
"District Of Columbia",2010,4,35,3
"Virginia",2010,4,33.1333333333333,4
"Arizona",2010,4,33.1098901098901,5
"New York",2010,4,32.5618421052632,6
"Maryland",2010,4,30.4347826086957,7
"Illinois",2010,4,29,8
"Kansas",2010,4,28.9666666666667,9
"Connecticut",2010,4,27.6404494382022,10
"Pennsylvania",2010,4,27.1525210084034,11
"North Carolina",2010,4,27.0666666666667,12
"Idaho",2010,4,26.6666666666667,13
"Louisiana",2010,4,25.8333333333333,14
"Colorado",2010,4,24.9117647058824,15
"Indiana",2010,4,23.53,16
"Arkansas",2010,4,23.0666666666667,17
"California",2010,4,21.4899380804954,18
"Texas",2010,4,21.4306666666667,19
"Oregon",2010,4,20.2333333333333,20
"New Hampshire",2010,4,19.8266666666667,21
"Iowa",2010,4,18.6833333333333,22
"North Dakota",2010,4,18.0333333333333,23
"Ohio",2010,4,16.8333333333333,24
"Florida",2010,4,11.9,25
"Maine",2010,4,11.5571428571429,26
"Oklahoma",2010,4,5.73461538461538,27
"South Carolina",2010,4,5.5,28
"Tennessee",2010,4,1.12333333333333,29
"Arizona",2010,5,34.2150537634409,1
"Massachusetts",2010,5,29.7741935483871,2
"Country Of Mexico",2010,5,28.7837837837838,3
"District Of Columbia",2010,5,28.2333333333333,4
"Virginia",2010,5,27.0322580645161,5
"Kansas",2010,5,26.6129032258065,6
"Illinois",2010,5,25.6144578313253,7
"New York",2010,5,25.0022988505747,8
"Maryland",2010,5,24.5161290322581,9
"Colorado",2010,5,24,10
"Louisiana",2010,5,23.0740740740741,11
"Connecticut",2010,5,22.1797752808989,12
"Pennsylvania",2010,5,20.603663003663,13
"Texas",2010,5,20.0267206477733,14
"North Carolina",2010,5,19.5161290322581,15
"Idaho",2010,5,19.2903225806452,16
"Iowa",2010,5,19.2064516129032,17
"Arkansas",2010,5,18.9354838709677,18
"Indiana",2010,5,18.3354838709677,19
"Oregon",2010,5,18.0322580645161,20
"California",2010,5,17.6604790419162,21
"New Hampshire",2010,5,13.4096774193548,22
"North Dakota",2010,5,12.7096774193548,23
"Maine",2010,5,11.8887096774194,24
"Oklahoma",2010,5,10.5935483870968,25
"Florida",2010,5,10.1290322580645,26
"Ohio",2010,5,10.0333333333333,27
"South Carolina",2010,5,3.45161290322581,28
"Tennessee",2010,5,1,29
"District Of Columbia",2010,6,28.6333333333333,1
"Arizona",2010,6,28.1304347826087,2
"Massachusetts",2010,6,27.7,3
"Maryland",2010,6,27.5357142857143,4
"Country Of Mexico",2010,6,25.8470588235294,5
"Illinois",2010,6,22.7037037037037,6
"Kansas",2010,6,21.9333333333333,7
"Virginia",2010,6,21.8157894736842,8
"Louisiana",2010,6,21.7692307692308,9
"Connecticut",2010,6,21.5777777777778,10
"New York",2010,6,20.1376712328767,11
"Pennsylvania",2010,6,19.2186440677966,12
"Idaho",2010,6,19.1,13
"Arkansas",2010,6,18.9333333333333,14
"North Carolina",2010,6,18.8333333333333,15
"Indiana",2010,6,17.9166666666667,16
"Iowa",2010,6,16.6866666666667,17
"Colorado",2010,6,16.3,18
"California",2010,6,14.7328445747801,19
"Texas",2010,6,13.9380341880342,20
"Oklahoma",2010,6,13.5068965517241,21
"Oregon",2010,6,12.7666666666667,22
"Florida",2010,6,11.7666666666667,23
"Maine",2010,6,11.3827586206897,24
"New Hampshire",2010,6,10.88,25
"Ohio",2010,6,9.46666666666667,26
"North Dakota",2010,6,9.23333333333333,27
"South Carolina",2010,6,1.3,28
"Tennessee",2010,6,1.02142857142857,29
"District Of Columbia",2010,7,32.8709677419355,1
"Maryland",2010,7,26.9032258064516,2
"Indiana",2010,7,25.85,3
"Idaho",2010,7,25.5161290322581,4
"Massachusetts",2010,7,23.9354838709677,5
"Country Of Mexico",2010,7,23.4907407407407,6
"Connecticut",2010,7,22.5882352941176,7
"Kansas",2010,7,21.5161290322581,8
"Pennsylvania",2010,7,21.4737410071942,9
"New York",2010,7,21.38,10
"Illinois",2010,7,20.52,11
"Virginia",2010,7,18.9310344827586,12
"North Carolina",2010,7,18.6129032258065,13
"Louisiana",2010,7,17.6129032258065,14
"Arizona",2010,7,16.1714285714286,15
"Iowa",2010,7,15.4270833333333,16
"Texas",2010,7,15.1482142857143,17
"Arkansas",2010,7,14.9354838709677,18
"California",2010,7,14.828612716763,19
"Oregon",2010,7,13.7096774193548,20
"Ohio",2010,7,13.5806451612903,21
"New Hampshire",2010,7,10.4129032258065,22
"Oklahoma",2010,7,10.15,23
"Maine",2010,7,10.0491803278689,24
"North Dakota",2010,7,9,25
"Florida",2010,7,8.2258064516129,26
"South Carolina",2010,7,2.85714285714286,27
"Colorado",2010,8,42,1
"Country Of Mexico",2010,8,31.9951612903226,2
"Idaho",2010,8,30.0645161290323,3
"District Of Columbia",2010,8,28.8709677419355,4
"Illinois",2010,8,27.0689655172414,5
"Massachusetts",2010,8,26.6451612903226,6
"Indiana",2010,8,24.8857142857143,7
"Arizona",2010,8,24.4193548387097,8
"Kansas",2010,8,23.8387096774194,9
"Arkansas",2010,8,21.8387096774194,10
"Connecticut",2010,8,21.4939759036145,11
"Pennsylvania",2010,8,20.7709677419355,12
"New York",2010,8,20.3052287581699,13
"Maryland",2010,8,19.44,14
"California",2010,8,19.4383426966292,15
"Louisiana",2010,8,18.8709677419355,16
"Texas",2010,8,18.8704918032787,17
"North Carolina",2010,8,17.1935483870968,18
"Virginia",2010,8,16.9467741935484,19
"Oregon",2010,8,16.5161290322581,20
"Iowa",2010,8,14.5172413793103,21
"Oklahoma",2010,8,13.4576271186441,22
"Maine",2010,8,12.0590163934426,23
"New Hampshire",2010,8,11.6870967741935,24
"Florida",2010,8,10.1290322580645,25
"North Dakota",2010,8,8.06451612903226,26
"South Carolina",2010,8,2,27
"Country Of Mexico",2010,9,48.3666666666667,1
"Colorado",2010,9,42,2
"Arizona",2010,9,35.3829787234043,3
"Idaho",2010,9,30.7333333333333,4
"District Of Columbia",2010,9,30.6,5
"Louisiana",2010,9,26.6296296296296,6
"California",2010,9,26.5356182795699,7
"North Carolina",2010,9,26.3333333333333,8
"Kansas",2010,9,25.7,9
"Indiana",2010,9,25.4,10
"Texas",2010,9,24.7683615819209,11
"Massachusetts",2010,9,24.7,12
"Illinois",2010,9,24.4029850746269,13
"Maryland",2010,9,24.0344827586207,14
"Arkansas",2010,9,23.125,15
"Pennsylvania",2010,9,20.8068548387097,16
"New York",2010,9,19.726,17
"Virginia",2010,9,18.7316666666667,18
"Maine",2010,9,17.9666666666667,19
"Oregon",2010,9,17.3333333333333,20
"Oklahoma",2010,9,16.9033333333333,21
"Connecticut",2010,9,15.7796610169492,22
"New Hampshire",2010,9,13.8933333333333,23
"Iowa",2010,9,13.7822222222222,24
"Florida",2010,9,8.73333333333333,25
"North Dakota",2010,9,8.26666666666667,26
"South Carolina",2010,9,3.7,27
"Tennessee",2010,9,1,28
"Georgia",2010,10,40.0322580645161,1
"Kansas",2010,10,36.9354838709677,2
"Louisiana",2010,10,36.0967741935484,3
"District Of Columbia",2010,10,33.3225806451613,4
"Arizona",2010,10,32.698064516129,5
"Texas",2010,10,31.9146739130435,6
"Colorado",2010,10,31.2857142857143,7
"Arkansas",2010,10,31.2258064516129,8
"North Carolina",2010,10,29.4193548387097,9
"Idaho",2010,10,29.3548387096774,10
"Illinois",2010,10,29.2637362637363,11
"Maryland",2010,10,28.6129032258065,12
"Massachusetts",2010,10,25.5806451612903,13
"Pennsylvania",2010,10,24.123137254902,14
"California",2010,10,24.0853963838665,15
"New York",2010,10,21.2825,16
"Oklahoma",2010,10,21.0923076923077,17
"Virginia",2010,10,20.6838709677419,18
"Iowa",2010,10,20.4934426229508,19
"Connecticut",2010,10,19.3111111111111,20
"Oregon",2010,10,19.0645161290323,21
"Florida",2010,10,16.6153846153846,22
"North Dakota",2010,10,13.3225806451613,23
"Maine",2010,10,12.6345454545455,24
"South Carolina",2010,10,6,25
"Tennessee",2010,10,1.87741935483871,26
"Country Of Mexico",2010,11,42.4625,1
"Arizona",2010,11,39.2845637583893,2
"District Of Columbia",2010,11,36.7333333333333,3
"Colorado",2010,11,36.5,4
"North Carolina",2010,11,31.6,5
"Massachusetts",2010,11,31.3,6
"Pennsylvania",2010,11,30.0216666666667,7
"California",2010,11,29.0371134020619,8
"Maryland",2010,11,28.8846153846154,9
"Louisiana",2010,11,28.4666666666667,10
"Georgia",2010,11,28.3,11
"Texas",2010,11,27.3731428571429,12
"Illinois",2010,11,25.7608695652174,13
"Kansas",2010,11,24.7333333333333,14
"Idaho",2010,11,24.6666666666667,15
"New York",2010,11,24.2275862068966,16
"Arkansas",2010,11,23.2333333333333,17
"Oregon",2010,11,21.5333333333333,18
"Connecticut",2010,11,17.4833333333333,19
"Florida",2010,11,16.0666666666667,20
"Maine",2010,11,15.0421052631579,21
"North Dakota",2010,11,14.5666666666667,22
"Oklahoma",2010,11,11.9133333333333,23
"Tennessee",2010,11,2.12333333333333,24
"Country Of Mexico",2010,12,46.1966666666667,1
"Colorado",2010,12,40.2903225806452,2
"Arizona",2010,12,37.2812903225806,3
"Nevada",2010,12,36.43,4
"Louisiana",2010,12,34.5161290322581,5
"Massachusetts",2010,12,32.448275862069,6
"Pennsylvania",2010,12,30.3508196721311,7
"Kansas",2010,12,29.975,8
"North Carolina",2010,12,29.9032258064516,9
"Illinois",2010,12,29.5625,10
"Georgia",2010,12,29.2903225806452,11
"District Of Columbia",2010,12,28.741935483871,12
"Idaho",2010,12,28.0967741935484,13
"Texas",2010,12,27.5459090909091,14
"California",2010,12,26.6290681502086,15
"Arkansas",2010,12,26.2258064516129,16
"Maryland",2010,12,24.9677419354839,17
"New York",2010,12,23.2956989247312,18
"Florida",2010,12,21.2258064516129,19
"North Dakota",2010,12,18.7096774193548,20
"Oregon",2010,12,17.4193548387097,21
"Connecticut",2010,12,15.6428571428571,22
"Maine",2010,12,14.0407407407407,23
"Oklahoma",2010,12,13.6822222222222,24
"Tennessee",2010,12,3.24516129032258,25
"Colorado",2011,1,54.2142857142857,1
"Utah",2011,1,47.5483870967742,2
"Nevada",2011,1,44.5064516129032,3
"New Jersey",2011,1,43.4,4
"Country Of Mexico",2011,1,41.8894736842105,5
"Massachusetts",2011,1,40.8064516129032,6
"Arizona",2011,1,40.6259259259259,7
"Pennsylvania",2011,1,40.45,8
"New Mexico",2011,1,39.4354838709677,9
"District Of Columbia",2011,1,35.5806451612903,10
"Delaware",2011,1,34.8965517241379,11
"Maryland",2011,1,33.9354838709677,12
"Kansas",2011,1,32.7407407407407,13
"Georgia",2011,1,32.0967741935484,14
"Texas",2011,1,31.2541666666667,15
"Louisiana",2011,1,31.0933333333333,16
"North Carolina",2011,1,31,17
"New York",2011,1,30.3212765957447,18
"California",2011,1,29.7249066002491,19
"Illinois",2011,1,29.4230769230769,20
"Ohio",2011,1,27.0975609756098,21
"Connecticut",2011,1,26.0645161290323,22
"Arkansas",2011,1,23.6032258064516,23
"Minnesota",2011,1,22.741935483871,24
"South Dakota",2011,1,22.1272727272727,25
"North Dakota",2011,1,21.9354838709677,26
"Iowa",2011,1,20.1862068965517,27
"Oregon",2011,1,19,28
"Idaho",2011,1,18.0272727272727,29
"Florida",2011,1,17.2903225806452,30
"Oklahoma",2011,1,17.0647058823529,31
"Hawaii",2011,1,14.1935483870968,32
"Maine",2011,1,13.6433333333333,33
"Wyoming",2011,1,12.2838709677419,34
"Country Of Mexico",2011,2,50.5230769230769,1
"New Jersey",2011,2,48.7142857142857,2
"Colorado",2011,2,42.0769230769231,3
"Massachusetts",2011,2,41.6785714285714,4
"Nevada",2011,2,40.5035714285714,5
"Pennsylvania",2011,2,38.747619047619,6
"New Mexico",2011,2,38.2,7
"Arizona",2011,2,37.622619047619,8
"Utah",2011,2,35.9642857142857,9
"Maryland",2011,2,35.1428571428571,10
"District Of Columbia",2011,2,35.0714285714286,11
"Georgia",2011,2,34.7857142857143,12
"New York",2011,2,30.8900900900901,13
"Kansas",2011,2,30.0392857142857,14
"Delaware",2011,2,29,15
"Ohio",2011,2,28.9506172839506,16
"California",2011,2,28.7504143646409,17
"Connecticut",2011,2,27.8928571428571,18
"Louisiana",2011,2,27.8571428571429,19
"Idaho",2011,2,27,20
"Texas",2011,2,25.8168367346939,21
"Illinois",2011,2,25.6785714285714,22
"Minnesota",2011,2,25.4814814814815,23
"North Carolina",2011,2,25.1481481481481,24
"Iowa",2011,2,23.6964285714286,25
"Arkansas",2011,2,23.2785714285714,26
"Oregon",2011,2,19.6071428571429,27
"Maine",2011,2,19.4375,28
"Florida",2011,2,19.0714285714286,29
"Oklahoma",2011,2,18.3166666666667,30
"South Dakota",2011,2,18.0142857142857,31
"North Dakota",2011,2,16.7857142857143,32
"Hawaii",2011,2,14.1071428571429,33
"Wyoming",2011,2,12.2321428571429,34
"Indiana",2011,3,52.4,1
"Country Of Mexico",2011,3,40.4529411764706,2
"Arizona",2011,3,38.8012987012987,3
"New Jersey",2011,3,37.7741935483871,4
"Colorado",2011,3,36.7,5
"Utah",2011,3,35.4838709677419,6
"District Of Columbia",2011,3,34.4193548387097,7
"Nevada",2011,3,33.5064516129032,8
"New Mexico",2011,3,32.3129032258065,9
"Massachusetts",2011,3,32.2903225806452,10
"Georgia",2011,3,30.5806451612903,11
"Maryland",2011,3,28.5555555555556,12
"Ohio",2011,3,27.7283950617284,13
"Kansas",2011,3,27.1903225806452,14
"Minnesota",2011,3,26.9677419354839,15
"Texas",2011,3,26.0487922705314,16
"California",2011,3,25.6080046403712,17
"Louisiana",2011,3,25.241935483871,18
"New York",2011,3,25.2414414414414,19
"Pennsylvania",2011,3,23.8185606060606,20
"North Carolina",2011,3,23.5737704918033,21
"Delaware",2011,3,22.9476190476191,22
"Illinois",2011,3,21.8333333333333,23
"Iowa",2011,3,19.984375,24
"Arkansas",2011,3,19.6677419354839,25
"North Dakota",2011,3,19.3870967741935,26
"Oregon",2011,3,17.7129032258065,27
"Connecticut",2011,3,17.5,28
"Maine",2011,3,15.3295081967213,29
"Florida",2011,3,15.0967741935484,30
"Oklahoma",2011,3,13.3088607594937,31
"Virginia",2011,3,13,32
"South Dakota",2011,3,12.9677419354839,33
"Wyoming",2011,3,12.7258064516129,34
"Hawaii",2011,3,10.45,35
"New Jersey",2011,4,44.4333333333333,1
"Country Of Mexico",2011,4,32.8444444444444,2
"Colorado",2011,4,32.59375,3
"Georgia",2011,4,30.6071428571429,4
"Utah",2011,4,30.5862068965517,5
"Massachusetts",2011,4,30.4,6
"District Of Columbia",2011,4,30.2666666666667,7
"Kansas",2011,4,27.4666666666667,8
"Ohio",2011,4,27.4390243902439,9
"Louisiana",2011,4,27.38,10
"Arizona",2011,4,27.3030769230769,11
"Illinois",2011,4,26.8666666666667,12
"Nevada",2011,4,25.3233333333333,13
"New York",2011,4,24.2271186440678,14
"New Mexico",2011,4,23.1433333333333,15
"Indiana",2011,4,22.1966666666667,16
"Maryland",2011,4,21.7241379310345,17
"Pennsylvania",2011,4,21.2511538461538,18
"Texas",2011,4,20.621359223301,19
"California",2011,4,20.2342931937173,20
"Connecticut",2011,4,19.8166666666667,21
"Oregon",2011,4,18.8533333333333,22
"Minnesota",2011,4,18,23
"Arkansas",2011,4,17.9466666666667,24
"North Carolina",2011,4,17.5666666666667,25
"Virginia",2011,4,17.3730337078652,26
"South Dakota",2011,4,15.2766666666667,27
"Iowa",2011,4,15.0075471698113,28
"Maine",2011,4,13.705,29
"North Dakota",2011,4,11.7333333333333,30
"Florida",2011,4,11.6,31
"Oklahoma",2011,4,10.9304347826087,32
"Hawaii",2011,4,10.3,33
"Wyoming",2011,4,7.34137931034483,34
"New Jersey",2011,5,38.7096774193548,1
"Georgia",2011,5,33.7741935483871,2
"District Of Columbia",2011,5,28.6451612903226,3
"Arizona",2011,5,27.6271604938272,4
"Country Of Mexico",2011,5,27.275,5
"Colorado",2011,5,26.9666666666667,6
"Massachusetts",2011,5,26.5806451612903,7
"Ohio",2011,5,25.2717391304348,8
"Nevada",2011,5,25.2677419354839,9
"Kansas",2011,5,24.3677419354839,10
"Utah",2011,5,23.7333333333333,11
"New Mexico",2011,5,22.4677419354839,12
"Louisiana",2011,5,22.4096774193548,13
"Illinois",2011,5,22.3783783783784,14
"New York",2011,5,21.7446601941748,15
"Maryland",2011,5,20.6774193548387,16
"Pennsylvania",2011,5,20.0094339622641,17
"Texas",2011,5,18.3294685990338,18
"Indiana",2011,5,18.1548387096774,19
"Oregon",2011,5,18.0903225806452,20
"California",2011,5,17.986851628468,21
"Virginia",2011,5,17.6505376344086,22
"Delaware",2011,5,17.0588235294118,23
"North Carolina",2011,5,16.96,24
"Connecticut",2011,5,16.1639344262295,25
"Arkansas",2011,5,15.9354838709677,26
"Iowa",2011,5,14.9048387096774,27
"North Dakota",2011,5,13.5652173913043,28
"Minnesota",2011,5,13.1818181818182,29
"South Dakota",2011,5,10.9677419354839,30
"Florida",2011,5,10.741935483871,31
"Oklahoma",2011,5,8.49625,32
"Maine",2011,5,7.96774193548387,33
"Hawaii",2011,5,7.16666666666667,34
"Wyoming",2011,5,6.52903225806452,35
"New Jersey",2011,6,33.6333333333333,1
"Georgia",2011,6,32.3333333333333,2
"Colorado",2011,6,30.75,3
"Arizona",2011,6,29.4576271186441,4
"Massachusetts",2011,6,27.8,5
"Ohio",2011,6,27.1363636363636,6
"Maryland",2011,6,25.8333333333333,7
"District Of Columbia",2011,6,25.2142857142857,8
"Utah",2011,6,24.6333333333333,9
"New Mexico",2011,6,24.1448275862069,10
"Louisiana",2011,6,23.6,11
"Illinois",2011,6,23.0853658536585,12
"North Carolina",2011,6,22.2666666666667,13
"Pennsylvania",2011,6,20.8275092936803,14
"Kansas",2011,6,20.751724137931,15
"Indiana",2011,6,20.7,16
"Delaware",2011,6,20.64,17
"Texas",2011,6,19.8636363636364,18
"Nevada",2011,6,18.6966666666667,19
"Arkansas",2011,6,18.1966666666667,20
"Virginia",2011,6,18.1011627906977,21
"New York",2011,6,17.9959183673469,22
"Connecticut",2011,6,17.4916666666667,23
"California",2011,6,15.4418767507003,24
"Iowa",2011,6,14.2779661016949,25
"Oregon",2011,6,13.7633333333333,26
"South Dakota",2011,6,12.68,27
"Florida",2011,6,11.4,28
"Minnesota",2011,6,11.1071428571429,29
"Oklahoma",2011,6,10.3986666666667,30
"Wyoming",2011,6,10.2214285714286,31
"Rhode Island",2011,6,10.2,32
"North Dakota",2011,6,10.1176470588235,33
"Maine",2011,6,10.0433333333333,34
"Country Of Mexico",2011,6,8.9,35
"Hawaii",2011,6,6.3,36
"Colorado",2011,7,34.9032258064516,1
"New Jersey",2011,7,33.3928571428571,2
"Ohio",2011,7,29.0493827160494,3
"District Of Columbia",2011,7,27.1612903225806,4
"Indiana",2011,7,26,5
"Georgia",2011,7,25.8032258064516,6
"Massachusetts",2011,7,25.5483870967742,7
"Maryland",2011,7,25.0952380952381,8
"Illinois",2011,7,24.3369565217391,9
"Utah",2011,7,23.4193548387097,10
"Nevada",2011,7,21.5838709677419,11
"Louisiana",2011,7,21.3433333333333,12
"Arkansas",2011,7,21.3322580645161,13
"Kansas",2011,7,20.9428571428571,14
"Pennsylvania",2011,7,20.4888030888031,15
"North Carolina",2011,7,20.1612903225806,16
"Arizona",2011,7,19.9508196721311,17
"New Mexico",2011,7,18.441935483871,18
"New York",2011,7,17.6784090909091,19
"Delaware",2011,7,17.3225806451613,20
"Connecticut",2011,7,17.2752293577982,21
"Virginia",2011,7,16.689247311828,22
"Iowa",2011,7,14.6306451612903,23
"Oklahoma",2011,7,13.6971014492754,24
"Minnesota",2011,7,13.6896551724138,25
"California",2011,7,13.1731972789116,26
"Texas",2011,7,12.7388571428571,27
"Wyoming",2011,7,12.641935483871,28
"Rhode Island",2011,7,12.3225806451613,29
"Florida",2011,7,10.7096774193548,30
"Oregon",2011,7,9.64516129032258,31
"Maine",2011,7,9.29193548387097,32
"North Dakota",2011,7,9.12903225806452,33
"South Dakota",2011,7,8.9,34
"Hawaii",2011,7,5.90322580645161,35
"Colorado",2011,8,36.7741935483871,1
"Georgia",2011,8,33.4548387096774,2
"New Jersey",2011,8,31.7142857142857,3
"Kansas",2011,8,29.2709677419355,4
"District Of Columbia",2011,8,28.5161290322581,5
"Utah",2011,8,28,6
"Illinois",2011,8,26.6236559139785,7
"Massachusetts",2011,8,26.3870967741935,8
"Ohio",2011,8,26.1888888888889,9
"Arizona",2011,8,25.1403225806452,10
"Country Of Mexico",2011,8,24.8578947368421,11
"Louisiana",2011,8,24.841935483871,12
"Arkansas",2011,8,24.6806451612903,13
"Indiana",2011,8,24.5451612903226,14
"Maryland",2011,8,24.3461538461538,15
"New Mexico",2011,8,22.841935483871,16
"Nevada",2011,8,21.1193548387097,17
"North Carolina",2011,8,20,18
"Pennsylvania",2011,8,19.988188976378,19
"Delaware",2011,8,19,20
"Virginia",2011,8,17.4561797752809,21
"New York",2011,8,17.0807228915663,22
"Minnesota",2011,8,17.0689655172414,23
"California",2011,8,16.8196129032258,24
"Connecticut",2011,8,16.1570247933884,25
"Texas",2011,8,16.1287425149701,26
"Iowa",2011,8,15.8306451612903,27
"Oklahoma",2011,8,14.9354838709677,28
"Wyoming",2011,8,12.7794117647059,29
"Oregon",2011,8,12.7225806451613,30
"Florida",2011,8,12.0322580645161,31
"Rhode Island",2011,8,11.6,32
"South Dakota",2011,8,11.241935483871,33
"Maine",2011,8,10.4629032258065,34
"North Dakota",2011,8,9.09677419354839,35
"Hawaii",2011,8,6.42857142857143,36
"Colorado",2011,9,38.2333333333333,1
"Country Of Mexico",2011,9,34.4869565217391,2
"Nevada",2011,9,32.9966666666667,3
"Arizona",2011,9,32.1433333333333,4
"New Jersey",2011,9,31.8,5
"Georgia",2011,9,31.6633333333333,6
"Utah",2011,9,31.3333333333333,7
"Arkansas",2011,9,29.7066666666667,8
"Louisiana",2011,9,29.26,9
"Texas",2011,9,26.5,10
"Kansas",2011,9,26.3966666666667,11
"Massachusetts",2011,9,26.1666666666667,12
"Ohio",2011,9,24.4266666666667,13
"District Of Columbia",2011,9,24.1764705882353,14
"Oregon",2011,9,24.1454545454545,15
"New Mexico",2011,9,24.0103448275862,16
"Maryland",2011,9,23.1111111111111,17
"California",2011,9,22.7829839704069,18
"Illinois",2011,9,21.0888888888889,19
"Indiana",2011,9,20.64,20
"North Carolina",2011,9,19.3333333333333,21
"Pennsylvania",2011,9,18.06,22
"New York",2011,9,17.2173913043478,23
"Oklahoma",2011,9,16.6943820224719,24
"Minnesota",2011,9,16.6333333333333,25
"Virginia",2011,9,16.5058823529412,26
"Delaware",2011,9,16.3,27
"South Dakota",2011,9,15.9966666666667,28
"Iowa",2011,9,15.1240740740741,29
"Connecticut",2011,9,13.9666666666667,30
"North Dakota",2011,9,13.5666666666667,31
"Florida",2011,9,11.7666666666667,32
"Wyoming",2011,9,11.5684210526316,33
"Rhode Island",2011,9,10.9333333333333,34
"Maine",2011,9,10.8233333333333,35
"Hawaii",2011,9,9.2,36
"Country Of Mexico",2011,10,53.4954545454545,1
"Colorado",2011,10,44.3703703703704,2
"Arizona",2011,10,41.55625,3
"New Jersey",2011,10,36.7096774193548,4
"Nevada",2011,10,35.641935483871,5
"Louisiana",2011,10,34.5774193548387,6
"Utah",2011,10,34,7
"Arkansas",2011,10,33.0225806451613,8
"Georgia",2011,10,32.0709677419355,9
"Kansas",2011,10,31.7709677419355,10
"Ohio",2011,10,29.8271604938272,11
"Massachusetts",2011,10,29.8064516129032,12
"Texas",2011,10,29.5425287356322,13
"New Mexico",2011,10,29.4458333333333,14
"Illinois",2011,10,29.0361445783133,15
"California",2011,10,28.6198265179678,16
"District Of Columbia",2011,10,27.3448275862069,17
"Minnesota",2011,10,24.6842105263158,18
"New York",2011,10,23.7372881355932,19
"Maryland",2011,10,22.875,20
"Iowa",2011,10,22.0388888888889,21
"Pennsylvania",2011,10,21.1437275985663,22
"Delaware",2011,10,20.3548387096774,23
"Oregon",2011,10,19.9416666666667,24
"North Carolina",2011,10,19.4193548387097,25
"Oklahoma",2011,10,19.2405405405405,26
"Virginia",2011,10,18.6602150537634,27
"Connecticut",2011,10,16.4035087719298,28
"South Dakota",2011,10,15.6548387096774,29
"Rhode Island",2011,10,15.258064516129,30
"Florida",2011,10,12.9032258064516,31
"Wyoming",2011,10,12.4869565217391,32
"North Dakota",2011,10,11.1935483870968,33
"Maine",2011,10,10.3821428571429,34
"Hawaii",2011,10,7.86666666666667,35
"Country Of Mexico",2011,11,50.3866666666667,1
"New Jersey",2011,11,43.8666666666667,2
"Colorado",2011,11,42.375,3
"Nevada",2011,11,39.57,4
"Arizona",2011,11,38.5777777777778,5
"Utah",2011,11,38.1333333333333,6
"Delaware",2011,11,37.125,7
"Massachusetts",2011,11,34.7586206896552,8
"New Mexico",2011,11,32.9933333333333,9
"District Of Columbia",2011,11,31.811320754717,10
"Maryland",2011,11,29.8518518518519,11
"California",2011,11,28.1978436657682,12
"New York",2011,11,28.135652173913,13
"Georgia",2011,11,27.58,14
"Pennsylvania",2011,11,26.7833333333333,15
"Texas",2011,11,25.6306748466258,16
"North Carolina",2011,11,25.1666666666667,17
"Ohio",2011,11,25.1358024691358,18
"Louisiana",2011,11,24.9266666666667,19
"Minnesota",2011,11,24.0909090909091,20
"Kansas",2011,11,23.83,21
"Connecticut",2011,11,21.5932203389831,22
"Illinois",2011,11,20.8461538461538,23
"Oregon",2011,11,20.8,24
"Arkansas",2011,11,19.9233333333333,25
"South Dakota",2011,11,17.95,26
"Oklahoma",2011,11,17.180701754386,27
"Wyoming",2011,11,16.7083333333333,28
"Maine",2011,11,14.86,29
"Iowa",2011,11,14.8105263157895,30
"North Dakota",2011,11,13.7333333333333,31
"Florida",2011,11,12.8333333333333,32
"Hawaii",2011,11,8.47619047619048,33
"Colorado",2011,12,52.6842105263158,1
"Country Of Mexico",2011,12,51.7366666666667,2
"Nevada",2011,12,47.5935483870968,3
"New Jersey",2011,12,40.3548387096774,4
"Utah",2011,12,40.2903225806452,5
"Arizona",2011,12,36.5258064516129,6
"Massachusetts",2011,12,35.5806451612903,7
"New Mexico",2011,12,35.4068965517241,8
"District Of Columbia",2011,12,33.84375,9
"California",2011,12,31.2948914431673,10
"Maryland",2011,12,30.9333333333333,11
"Georgia",2011,12,28.841935483871,12
"Kansas",2011,12,28.3709677419355,13
"Arkansas",2011,12,26.0290322580645,14
"North Carolina",2011,12,25.5806451612903,15
